last,first,pos,num,comb,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
MARTIN,PAUL,D,7,PAUL MARTIN,26.0,1.0,5.0,20.0,8.0,8.0,10.0,0.0,26.0,26.0,0.0,0.0
MURPHY,RYAN,D,7,RYAN MURPHY,11.0,2.0,3.0,6.0,2.0,6.0,3.0,0.0,11.0,11.0,0.0,0.0
BRODIE,TJ,D,7,TJ BRODIE,47.0,3.0,5.0,39.0,15.0,17.0,10.0,5.0,30.0,33.0,2.0,12.0
PORTER,CHRIS,L,7,CHRIS PORTER,15.0,8.0,4.0,3.0,5.0,6.0,4.0,0.0,10.0,10.0,0.0,5.0
VEY,LINDEN,R,7,LINDEN VEY,16.0,5.0,4.0,7.0,10.0,2.0,4.0,0.0,15.0,15.0,0.0,1.0
RASMUSSEN,DENNIS,C,70,DENNIS RASMUSSEN,7.0,5.0,1.0,1.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0
HOLTBY,BRADEN,G,70,BRADEN HOLTBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KORPISALO,JOONAS,G,70,JOONAS KORPISALO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBBAN,MALCOLM,G,70,MALCOLM SUBBAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEARSON,TANNER,L,70,TANNER PEARSON,27.0,12.0,9.0,6.0,10.0,6.0,10.0,1.0,21.0,23.0,0.0,4.0
RENDULIC,BORNA,C,71,BORNA RENDULIC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
LARKIN,DYLAN,C,71,DYLAN LARKIN,43.0,20.0,9.0,14.0,17.0,7.0,16.0,3.0,36.0,41.0,1.0,1.0
RODRIGUES,EVAN,C,71,EVAN RODRIGUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALKIN,EVGENI,C,71,EVGENI MALKIN,54.0,25.0,13.0,16.0,15.0,14.0,23.0,2.0,49.0,51.0,2.0,1.0
NOLAN,JORDAN,C,71,JORDAN NOLAN,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0
HANLEY,JOEL,D,71,JOEL HANLEY,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
MELCHIORI,JULIAN,D,71,JULIAN MELCHIORI,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
FOLIGNO,NICK,L,71,NICK FOLIGNO,27.0,16.0,6.0,5.0,11.0,10.0,6.0,0.0,25.0,25.0,2.0,0.0
ATHANASIOU,ANDREAS,C,72,ANDREAS ATHANASIOU,11.0,4.0,1.0,6.0,3.0,5.0,3.0,0.0,10.0,10.0,0.0,1.0
PANARIN,ARTEMI,C,72,ARTEMI PANARIN,29.0,15.0,3.0,11.0,9.0,8.0,10.0,2.0,25.0,28.0,1.0,0.0
VATRANO,FRANK,C,72,FRANK VATRANO,16.0,7.0,5.0,4.0,5.0,5.0,6.0,0.0,16.0,16.0,0.0,0.0
BOBROVSKY,SERGEI,G,72,SERGEI BOBROVSKY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORNQVIST,PATRIC,R,72,PATRIC HORNQVIST,28.0,11.0,9.0,8.0,6.0,14.0,8.0,0.0,22.0,26.0,2.0,0.0
KOSMACHUK,SCOTT,R,72,SCOTT KOSMACHUK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
TOFFOLI,TYLER,C,73,TYLER TOFFOLI,32.0,15.0,6.0,11.0,12.0,10.0,10.0,0.0,22.0,26.0,0.0,6.0
EMELIN,ALEXEI,D,74,ALEXEI EMELIN,15.0,4.0,2.0,9.0,6.0,5.0,4.0,0.0,12.0,12.0,0.0,3.0
DEMELO,DYLAN,D,74,DYLAN DEMELO,8.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,7.0,1.0,0.0
SLAVIN,JACCOB,D,74,JACCOB SLAVIN,54.0,10.0,8.0,36.0,21.0,17.0,12.0,4.0,42.0,47.0,0.0,7.0
CARLSON,JOHN,D,74,JOHN CARLSON,24.0,5.0,7.0,12.0,11.0,11.0,1.0,1.0,19.0,20.0,3.0,1.0
BOROWIECKI,MARK,D,74,MARK BOROWIECKI,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
KING,DWIGHT,L,74,DWIGHT KING,5.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0
REAVES,RYAN,R,75,RYAN REAVES,8.0,5.0,2.0,1.0,4.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0
KHOKHLACHEV,ALEX,C,76,ALEX KHOKHLACHEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANDEVELDE,CHRIS,C,76,CHRIS VANDEVELDE,21.0,7.0,7.0,7.0,8.0,7.0,6.0,0.0,14.0,14.0,0.0,7.0
DAUPHIN,LAURENT,C,76,LAURENT DAUPHIN,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
SKJEI,BRADY,D,76,BRADY SKJEI,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0
SUBBAN,P.K.,D,76,P.K. SUBBAN,23.0,7.0,2.0,14.0,8.0,7.0,8.0,0.0,16.0,17.0,4.0,2.0
DE LEO,CHASE,C,77,CHASE DE LEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARTER,JEFF,C,77,JEFF CARTER,26.0,11.0,6.0,9.0,10.0,10.0,5.0,1.0,21.0,23.0,1.0,2.0
SGARBOSSA,MICHAEL,C,77,MICHAEL SGARBOSSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLEFBOM,OSCAR,D,77,OSCAR KLEFBOM,10.0,3.0,0.0,7.0,3.0,3.0,4.0,0.0,7.0,8.0,1.0,1.0
GILBERT,TOM,D,77,TOM GILBERT,6.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0
HEDMAN,VICTOR,D,77,VICTOR HEDMAN,48.0,6.0,18.0,24.0,20.0,13.0,15.0,0.0,39.0,40.0,4.0,4.0
OSHIE,T.J.,R,77,T.J. OSHIE,62.0,31.0,13.0,18.0,21.0,23.0,18.0,0.0,45.0,47.0,7.0,8.0
BELLEMARE,PIERRE-EDOUARD,L,78,PIERRE-EDOUARD BELLEMARE,37.0,14.0,11.0,12.0,8.0,7.0,19.0,3.0,26.0,29.0,0.0,8.0
MARKOV,ANDREI,D,79,ANDREI MARKOV,38.0,8.0,7.0,23.0,12.0,10.0,16.0,0.0,27.0,28.0,4.0,6.0
FERLAND,MICHEAL,L,79,MICHEAL FERLAND,37.0,17.0,8.0,12.0,13.0,14.0,10.0,0.0,36.0,36.0,0.0,1.0
COLBORNE,JOE,C,8,JOE COLBORNE,27.0,12.0,8.0,7.0,12.0,12.0,3.0,0.0,23.0,23.0,2.0,2.0
PAVELSKI,JOE,C,8,JOE PAVELSKI,46.0,21.0,17.0,8.0,16.0,10.0,19.0,1.0,36.0,40.0,5.0,1.0
RIEDER,TOBIAS,C,8,TOBIAS RIEDER,31.0,10.0,11.0,10.0,11.0,10.0,9.0,1.0,20.0,23.0,1.0,7.0
DUMOULIN,BRIAN,D,8,BRIAN DUMOULIN,32.0,1.0,3.0,28.0,11.0,10.0,11.0,0.0,27.0,28.0,1.0,3.0
TANEV,CHRISTOPHER,D,8,CHRISTOPHER TANEV,14.0,1.0,0.0,13.0,4.0,7.0,3.0,0.0,11.0,11.0,0.0,3.0
SCHLEMKO,DAVID,D,8,DAVID SCHLEMKO,16.0,2.0,2.0,12.0,3.0,6.0,7.0,0.0,10.0,11.0,1.0,4.0
DOUGHTY,DREW,D,8,DREW DOUGHTY,10.0,1.0,0.0,9.0,2.0,4.0,4.0,0.0,9.0,10.0,0.0,0.0
REINHART,GRIFFIN,D,8,GRIFFIN REINHART,6.0,0.0,1.0,5.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0
TROUBA,JACOB,D,8,JACOB TROUBA,29.0,8.0,6.0,15.0,7.0,13.0,9.0,0.0,20.0,20.0,3.0,6.0
KLEIN,KEVIN,D,8,KEVIN KLEIN,20.0,2.0,7.0,11.0,5.0,10.0,5.0,0.0,14.0,16.0,1.0,3.0
GRANBERG,PETTER,D,8,PETTER GRANBERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVECHKIN,ALEX,L,8,ALEX OVECHKIN,24.0,15.0,6.0,3.0,7.0,6.0,11.0,0.0,19.0,19.0,5.0,0.0
ABDELKADER,JUSTIN,L,8,JUSTIN ABDELKADER,23.0,7.0,6.0,10.0,11.0,6.0,6.0,0.0,12.0,12.0,1.0,10.0
SKILLE,JACK,R,8,JACK SKILLE,17.0,5.0,7.0,5.0,7.0,5.0,5.0,0.0,15.0,15.0,0.0,2.0
TENNYSON,MATT,D,80,MATT TENNYSON,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
ELLER,LARS,C,81,LARS ELLER,46.0,20.0,10.0,16.0,16.0,11.0,17.0,2.0,35.0,39.0,1.0,6.0
KESSEL,PHIL,C,81,PHIL KESSEL,26.0,15.0,7.0,4.0,9.0,9.0,8.0,0.0,23.0,23.0,3.0,0.0
HOSSA,MARIAN,R,81,MARIAN HOSSA,44.0,15.0,12.0,17.0,22.0,10.0,12.0,0.0,36.0,37.0,2.0,5.0
MEDVEDEV,EVGENY,D,82,EVGENY MEDVEDEV,13.0,1.0,4.0,8.0,2.0,5.0,6.0,0.0,10.0,12.0,0.0,1.0
OESTERLE,JORDAN,D,82,JORDAN OESTERLE,8.0,1.0,0.0,7.0,0.0,5.0,3.0,0.0,5.0,6.0,2.0,0.0
FOLIGNO,MARCUS,L,82,MARCUS FOLIGNO,30.0,15.0,7.0,8.0,13.0,8.0,9.0,0.0,24.0,24.0,1.0,5.0
GOLDOBIN,NIKOLAY,R,82,NIKOLAY GOLDOBIN,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
BEAGLE,JAY,C,83,JAY BEAGLE,20.0,7.0,6.0,7.0,10.0,2.0,8.0,0.0,13.0,14.0,0.0,6.0
NIETO,MATT,L,83,MATT NIETO,17.0,5.0,7.0,5.0,7.0,6.0,4.0,0.0,15.0,15.0,0.0,2.0
NOSEK,TOMAS,L,83,TOMAS NOSEK,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
HEMSKY,ALES,R,83,ALES HEMSKY,22.0,12.0,7.0,3.0,9.0,9.0,4.0,0.0,22.0,22.0,0.0,0.0
GRABOVSKI,MIKHAIL,C,84,MIKHAIL GRABOVSKI,28.0,10.0,3.0,15.0,8.0,9.0,11.0,0.0,23.0,27.0,1.0,0.0
PERREAULT,MATHIEU,C,85,MATHIEU PERREAULT,31.0,19.0,6.0,6.0,10.0,11.0,9.0,1.0,27.0,30.0,1.0,0.0
ELLIS,MORGAN,D,85,MORGAN ELLIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,KEVAN,D,86,KEVAN MILLER,12.0,1.0,1.0,10.0,7.0,1.0,4.0,0.0,10.0,10.0,0.0,2.0
NIKITIN,NIKITA,D,86,NIKITA NIKITIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRICKLEY,CONNOR,L,86,CONNOR BRICKLEY,4.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
KULEMIN,NIKOLAY,L,86,NIKOLAY KULEMIN,32.0,9.0,6.0,17.0,10.0,12.0,10.0,0.0,21.0,22.0,0.0,10.0
TERAVAINEN,TEUVO,L,86,TEUVO TERAVAINEN,35.0,14.0,12.0,9.0,14.0,7.0,14.0,0.0,28.0,31.0,0.0,4.0
KUCHEROV,NIKITA,R,86,NIKITA KUCHEROV,34.0,19.0,10.0,5.0,12.0,7.0,14.0,1.0,29.0,32.0,2.0,0.0
CROSBY,SIDNEY,C,87,SIDNEY CROSBY,40.0,19.0,10.0,11.0,14.0,14.0,11.0,1.0,37.0,38.0,2.0,0.0
DAVIDSON,BRANDON,D,88,BRANDON DAVIDSON,19.0,3.0,2.0,14.0,7.0,7.0,5.0,0.0,15.0,15.0,0.0,4.0
BURNS,BRENT,D,88,BRENT BURNS,53.0,7.0,7.0,39.0,21.0,21.0,11.0,0.0,41.0,41.0,2.0,10.0
SCHMIDT,NATE,D,88,NATE SCHMIDT,34.0,2.0,6.0,26.0,12.0,14.0,8.0,0.0,26.0,28.0,0.0,6.0
TRYAMKIN,NIKITA,D,88,NIKITA TRYAMKIN,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
VASILEVSKIY,ANDREI,G,88,ANDREI VASILEVSKIY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,JAMIE,L,88,JAMIE MCGINN,18.0,11.0,3.0,4.0,7.0,4.0,7.0,0.0,13.0,13.0,5.0,0.0
PASTRNAK,DAVID,R,88,DAVID PASTRNAK,35.0,15.0,12.0,8.0,10.0,12.0,13.0,0.0,33.0,35.0,0.0,0.0
KANE,PATRICK,R,88,PATRICK KANE,34.0,15.0,9.0,10.0,12.0,15.0,7.0,0.0,31.0,34.0,0.0,0.0
GOODROW,BARCLAY,C,89,BARCLAY GOODROW,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
GAGNER,SAM,C,89,SAM GAGNER,20.0,16.0,4.0,0.0,8.0,5.0,6.0,1.0,18.0,19.0,1.0,0.0
NESTEROV,NIKITA,D,89,NIKITA NESTEROV,8.0,4.0,0.0,4.0,3.0,3.0,2.0,0.0,6.0,7.0,1.0,0.0
JOHNSTON,RYAN,D,89,RYAN JOHNSTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCORMICK,MAX,L,89,MAX MCCORMICK,8.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,8.0,8.0,0.0,0.0
BOEDKER,MIKKEL,L,89,MIKKEL BOEDKER,38.0,19.0,8.0,11.0,12.0,13.0,12.0,1.0,34.0,36.0,2.0,0.0
COPP,ANDREW,C,9,ANDREW COPP,10.0,5.0,3.0,2.0,6.0,1.0,3.0,0.0,8.0,8.0,0.0,2.0
ZUBRUS,DAINIUS,C,9,DAINIUS ZUBRUS,15.0,7.0,2.0,6.0,9.0,6.0,0.0,0.0,14.0,14.0,0.0,1.0
CAMPBELL,GREGORY,C,9,GREGORY CAMPBELL,14.0,8.0,2.0,4.0,8.0,3.0,3.0,0.0,11.0,11.0,0.0,3.0
TLUSTY,JIRI,C,9,JIRI TLUSTY,8.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,7.0,7.0,1.0,0.0
DUCHENE,MATT,C,9,MATT DUCHENE,43.0,22.0,8.0,13.0,13.0,15.0,13.0,2.0,37.0,41.0,2.0,0.0
KOIVU,MIKKO,C,9,MIKKO KOIVU,37.0,20.0,8.0,9.0,15.0,12.0,10.0,0.0,33.0,34.0,2.0,1.0
OTT,STEVE,C,9,STEVE OTT,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0
JOHNSON,TYLER,C,9,TYLER JOHNSON,19.0,8.0,1.0,10.0,9.0,3.0,5.0,2.0,14.0,17.0,1.0,1.0
ORLOV,DMITRY,D,9,DMITRY ORLOV,37.0,12.0,8.0,17.0,13.0,13.0,11.0,0.0,32.0,33.0,3.0,1.0
PRUST,BRANDON,L,9,BRANDON PRUST,5.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0
KANE,EVANDER,L,9,EVANDER KANE,37.0,15.0,7.0,15.0,11.0,17.0,4.0,5.0,23.0,30.0,1.0,6.0
FORSBERG,FILIP,L,9,FILIP FORSBERG,72.0,27.0,18.0,27.0,23.0,25.0,22.0,2.0,59.0,64.0,1.0,7.0
DUPUIS,PASCAL,L,9,PASCAL DUPUIS,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
SPEZZA,JASON,C,90,JASON SPEZZA,45.0,25.0,5.0,15.0,16.0,11.0,18.0,0.0,41.0,43.0,1.0,1.0
O'REILLY,RYAN,C,90,RYAN O'REILLY,47.0,16.0,17.0,14.0,21.0,10.0,16.0,0.0,37.0,41.0,1.0,5.0
NAMESTNIKOV,VLADISLAV,C,90,VLADISLAV NAMESTNIKOV,15.0,5.0,6.0,4.0,7.0,4.0,4.0,0.0,13.0,13.0,2.0,0.0
JOHANSSON,MARCUS,L,90,MARCUS JOHANSSON,35.0,24.0,3.0,8.0,18.0,9.0,7.0,1.0,29.0,31.0,4.0,0.0
CHIASSON,ALEX,R,90,ALEX CHIASSON,26.0,11.0,6.0,9.0,10.0,5.0,11.0,0.0,23.0,23.0,0.0,3.0
MCCANN,JARED,C,91,JARED MCCANN,30.0,15.0,3.0,12.0,9.0,11.0,10.0,0.0,28.0,28.0,2.0,0.0
TAVARES,JOHN,C,91,JOHN TAVARES,69.0,30.0,12.0,27.0,22.0,30.0,17.0,0.0,63.0,69.0,0.0,0.0
STAMKOS,STEVEN,C,91,STEVEN STAMKOS,45.0,21.0,11.0,13.0,11.0,20.0,11.0,3.0,32.0,36.0,5.0,4.0
SEGUIN,TYLER,C,91,TYLER SEGUIN,21.0,8.0,10.0,3.0,5.0,10.0,3.0,3.0,17.0,20.0,1.0,0.0
TARASENKO,VLADIMIR,R,91,VLADIMIR TARASENKO,38.0,18.0,9.0,11.0,10.0,14.0,11.0,3.0,28.0,32.0,3.0,3.0
KUZNETSOV,EVGENY,C,92,EVGENY KUZNETSOV,61.0,23.0,15.0,23.0,17.0,18.0,21.0,5.0,52.0,60.0,1.0,0.0
RAU,KYLE,C,92,KYLE RAU,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0
LANDESKOG,GABRIEL,L,92,GABRIEL LANDESKOG,37.0,10.0,8.0,19.0,10.0,17.0,9.0,1.0,31.0,32.0,2.0,3.0
FRANZEN,JOHAN,C,93,JOHAN FRANZEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIBANEJAD,MIKA,C,93,MIKA ZIBANEJAD,39.0,16.0,9.0,14.0,11.0,15.0,11.0,2.0,26.0,31.0,3.0,5.0
NUGENT-HOPKINS,RYAN,C,93,RYAN NUGENT-HOPKINS,43.0,18.0,8.0,17.0,18.0,14.0,10.0,1.0,37.0,38.0,1.0,4.0
BENNETT,SAM,C,93,SAM BENNETT,34.0,19.0,4.0,11.0,14.0,9.0,10.0,1.0,32.0,33.0,1.0,0.0
YANDLE,KEITH,D,93,KEITH YANDLE,27.0,6.0,1.0,20.0,9.0,10.0,8.0,0.0,23.0,23.0,4.0,0.0
VORACEK,JAKUB,R,93,JAKUB VORACEK,26.0,10.0,8.0,8.0,6.0,11.0,9.0,0.0,24.0,25.0,0.0,1.0
RANTANEN,MIKKO,R,96,MIKKO RANTANEN,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MCDAVID,CONNOR,C,97,CONNOR MCDAVID,33.0,12.0,5.0,16.0,13.0,6.0,14.0,0.0,24.0,27.0,3.0,3.0
